1803.png,2
1654.png,0
1985.png,1
1773.png,0
1648.png,0
1995.png,0
1814.png,1
1633.png,1
1632.png,1
1974.png,1
1894.png,0
1671.png,0
1957.png,2
1714.png,1
1972.png,1
1815.png,1
1644.png,0
1645.png,1
1931.png,2
1916.png,0
1817.png,1
1631.png,1
1936.png,2
1658.png,2
1858.png,0
1675.png,2
1998.png,1
1624.png,2
1937.png,1
1722.png,0
1909.png,2
1653.png,0
1942.png,0
91_10.3_1.png,0
1794.png,2
87_10.5_0.png,1
1749.png,0
1952.png,2
1651.png,0
1793.png,0
1893.png,0
1726.png,0
1684.png,0
1812.png,1
1836.png,0
1733.png,1
1896.png,1
1838.png,1
1743.png,2
1999.png,0
1664.png,0
1668.png,1
1756.png,0
1643.png,0
1991.png,2
1964.png,0
1759.png,0
1669.png,1
1854.png,1
1885.png,2
1823.png,1
1792.png,0
1769.png,1
1678.png,0
1647.png,0
1765.png,0
1800.png,1
1826.png,0
1788.png,1
1994.png,0
1996.png,0
1738.png,0
1744.png,0
1912.png,1
1979.png,1
1685.png,1
1833.png,0
1900.png,0
1824.png,1
1907.png,0
